dataset,public_image_id,portion_id,storage_day,technical_replicate,label_name,label,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77
pork,pork_portion06_day1_rep2,pork_portion06,1,2,Fresh,0,0.2186009,0.40075293,0.30093727,0.049718753,0.045915756,0.045270883,0.40613723,0.45964852,0.40075293,0.012409778,0.06591156,0.045915756,0.3934525,0.91961205,0.03658973,0.04784133,0.0029548116,0.0056414525,0.85337925,0.6633611,0.045892444,0.05166245,0.05531467,0.08697214,0.12528072,0.94867635,0.85337925,0.002872462,0.09265671,0.05166245,0.72258306,0.0398597,0.28339833,0.04984526,0.03636637,0.016443126,0.94651455,0.6828574,0.000248366,0.029715521,0.046822686,0.004334047,0.1182785,0.9997373,0.94651455,0.006238116,0.004452823,0.029715521,0.7609729,0.06776515,0.3077732,0.035251863,0.016605655,0.0102389855,0.8638457,0.3941052,0.25627926,0.045535225,0.046770778,0.048782453,0.03561276,0.70353967,0.8638457,0.001124132,0.04186031,0.045535225,0.5759298,0.18122926,0.16902693,0.041483674,0.0037096834,0.0058876104,0.9711877,0.96656865,0.77204067,0.053353816,0.23360938,0.25761518
pork,pork_portion07_day1_rep2,pork_portion07,1,2,Fresh,0,0.20245197,0.41385242,0.36582893,0.043841854,0.040807597,0.042580083,0.46031684,0.51436526,0.41385242,0.006509781,0.061532494,0.040807597,0.4062175,0.9210039,0.07533439,0.041715045,0.0026890694,0.2541048,0.73304695,0.4957046,0.0007578921,0.038913123,0.040919732,0.006743172,0.11049339,0.9990738,0.73304695,0.0038773366,0.008009309,0.038913123,0.5812326,0.071690135,0.24930772,0.037635494,0.0061952467,0.011566935,0.93660086,0.63247347,0.00012562129,0.037862252,0.045415863,0.0020993422,0.1104581,0.999862,0.93660086,0.004324894,0.0021675313,0.037862252,0.72773135,0.08890731,0.299106,0.03794272,0.010000001,0.011564156,0.8516045,0.37073278,0.22869441,0.04929859,0.05069678,0.053640533,0.03611466,0.73241544,0.8516045,0.0019202807,0.04972067,0.04929859,0.5594609,0.18640472,0.17586513,0.044555,0.0045010326,0.0071972236,0.8844381,0.91968995,0.75711685,0.15568615,0.13793933,0.23023686
pork,pork_portion08_day1_rep2,pork_portion08,1,2,Fresh,0,0.1207228,0.31051815,0.25417325,0.06257673,0.067553535,0.07441303,0.4475918,0.6351729,0.31051815,0.01395375,0.13618992,0.067553535,0.29940325,0.9254581,0.09671918,0.07169701,0.0040463335,0.2703487,0.74225396,0.5857263,0.015262919,0.055283844,0.048181176,0.04002505,0.12892902,0.9800667,0.74225396,0.0025215182,0.049402054,0.055283844,0.64154726,0.028843187,0.26219472,0.04707926,0.0054060514,0.014565453,0.92845386,0.616976,0.00327449,0.038867913,0.04400397,0.028961794,0.10844783,0.99643975,0.92845386,0.00393981,0.031158935,0.038867913,0.7160778,0.09332826,0.29501063,0.037365463,0.009412757,0.012834138,0.81298035,0.29929852,0.1718553,0.03998452,0.050510935,0.046036415,0.03136943,0.78895617,0.81298035,0.007085604,0.048055388,0.03998452,0.51126933,0.20144957,0.1833495,0.036465358,0.014563808,0.0071221595,0.9738393,0.9515132,0.7593289,0.103874974,0.23017791,0.2571088
pork,pork_portion09_day1_rep2,pork_portion09,1,2,Fresh,0,0.15298769,0.29900998,0.20587,0.04378714,0.046251494,0.051121898,0.38797316,0.49715218,0.29900998,0.030574476,0.09055402,0.046251494,0.29066738,0.9313133,0.038845167,0.04940359,0.005431298,0.010773794,0.7729346,0.5694874,0.00083070406,0.03737501,0.043581676,0.006185808,0.12068308,0.99894184,0.7729346,0.004950716,0.0075821937,0.03737501,0.639954,0.05067227,0.2663448,0.037945166,0.01069817,0.011593587,0.91520417,0.67407507,0.0,0.029464807,0.035162114,0.0,0.12068518,1.0,0.91520417,0.003297588,0.0,0.029464807,0.74647474,0.058893666,0.3021039,0.029718135,0.0072821476,0.009209408,0.84430116,0.37229514,0.25830078,0.03962122,0.040739957,0.0434908,0.030432146,0.69377244,0.84430116,0.0027925274,0.03864406,0.03962122,0.55786645,0.1841896,0.15917571,0.03605771,0.0033615006,0.008272332,0.97431296,1.0189118,0.8025388,0.11266313,0.18986955,0.26776972
pork,pork_portion10_day1_rep2,pork_portion10,1,2,Fresh,0,0.1751342,0.35810798,0.26883543,0.030619308,0.027729858,0.030547438,0.4164749,0.51277715,0.35810798,0.013077246,0.05228947,0.027729858,0.34962913,0.920658,0.03171427,0.029417017,0.0032162506,0.007611224,0.74321616,0.53429425,0.0035321927,0.03885493,0.039179627,0.022643797,0.117555246,0.99567574,0.74321616,0.0029617294,0.026022062,0.03885493,0.60867083,0.055859365,0.25607315,0.036583178,0.0039039177,0.010844373,0.89814126,0.6186111,0.0,0.038444538,0.04027939,0.0,0.11275622,1.0,0.89814126,0.0031460577,0.0,0.038444538,0.70769674,0.07958964,0.29163972,0.035677556,0.0062486897,0.011330631,0.84826654,0.34135103,0.24673875,0.029627042,0.028617974,0.029956553,0.023938734,0.7080243,0.84826654,0.001486502,0.026136713,0.029627042,0.54542816,0.19925013,0.16023274,0.025723336,0.002339234,0.0043166936,0.9302237,0.9503523,0.7584745,0.10786212,0.18370067,0.24066058
pork,pork_portion01_day1_rep3,pork_portion01,1,3,Fresh,0,0.21078165,0.3882191,0.32530913,0.0553088,0.056035325,0.053545,0.43879005,0.46545595,0.3882191,0.006714654,0.08149912,0.056035325,0.3828916,0.9276404,0.01617002,0.05824218,0.0043245642,0.0040496103,0.7677335,0.55933094,0.002973947,0.03065487,0.032161903,0.011633085,0.11916788,0.9961321,0.7677335,0.0026362678,0.014450031,0.03065487,0.6319539,0.053694185,0.26369223,0.0293993,0.0049207625,0.008668526,0.9440056,0.59242207,0.0013217545,0.032306228,0.042036656,0.015941074,0.10246822,0.9986496,0.9440056,0.0046820147,0.016022904,0.032306228,0.70689213,0.11207757,0.29461357,0.033298716,0.012220474,0.00980685,0.84849334,0.38805708,0.24779415,0.049601734,0.054110117,0.053886432,0.03695315,0.70890296,0.84849334,0.0023939712,0.05018527,0.049601734,0.56678927,0.17803568,0.16886309,0.046467163,0.0067699095,0.0061625126,0.9418499,0.920679,0.78679144,0.0999024,0.16941015,0.19948049
pork,pork_portion02_day1_rep3,pork_portion02,1,3,Fresh,0,0.19036263,0.40030107,0.34697977,0.06460832,0.058845088,0.060385376,0.4559949,0.5378541,0.40030107,0.006036134,0.11112403,0.058845088,0.39201275,0.9205261,0.008320261,0.061316073,0.0028076875,0.004220246,0.84909236,0.6316421,0.0,0.03722533,0.038661104,0.0,0.121976614,1.0,0.84909236,0.0038761753,0.0,0.03722533,0.7012131,0.051995695,0.2865959,0.03419056,0.00897215,0.010754316,0.92082703,0.5669771,0.0,0.040776413,0.031401087,0.0,0.100648224,1.0,0.92082703,0.0022564938,0.0,0.040776413,0.68464327,0.11507883,0.28789052,0.031117024,0.0055318307,0.010260001,0.85755396,0.36357218,0.21462166,0.042486213,0.04176027,0.046027537,0.03669462,0.74982226,0.85755396,0.0022043549,0.043517202,0.042486213,0.5583754,0.19141705,0.18291283,0.036903862,0.0055512446,0.006961974,0.9630095,0.90140855,0.76795775,0.06523586,0.22492467,0.18108399
pork,pork_portion03_day1_rep3,pork_portion03,1,3,Fresh,0,0.20647952,0.3966182,0.3401018,0.06486795,0.061405707,0.060404226,0.4486198,0.49399078,0.3966182,0.0039299754,0.11401648,0.061405707,0.39039302,0.92512447,0.011143111,0.06469924,0.0036945117,0.0030709542,0.79543686,0.56744325,0.000783768,0.045438956,0.045554694,0.007119938,0.11671998,0.9990826,0.79543686,0.0031460836,0.007980649,0.045438956,0.645272,0.06162196,0.26907802,0.042088613,0.0047596367,0.013179438,0.9239411,0.7389326,0.0045584743,0.030090297,0.026872652,0.016528727,0.13132767,0.994618,0.9239411,0.0020366344,0.01900266,0.030090297,0.7893998,0.030224888,0.3127477,0.024727855,0.003919931,0.0086714635,0.8569849,0.3417816,0.17052369,0.044829935,0.043605465,0.04816976,0.039563116,0.8014395,0.8569849,0.0020088986,0.0492184,0.044829935,0.5477101,0.19964308,0.20003445,0.038262025,0.0051430115,0.0068008327,0.93655235,1.0251912,0.7659973,0.15383638,0.1825792,0.31594414
pork,pork_portion04_day1_rep3,pork_portion04,1,3,Fresh,0,0.2123726,0.40568712,0.3393756,0.06471811,0.060483545,0.059745554,0.44080898,0.48907614,0.40568712,0.004922944,0.10402151,0.060483545,0.39879948,0.92243356,0.016507937,0.06332209,0.0030960545,0.0033591478,0.8186954,0.6559785,0.04895853,0.048057508,0.052237447,0.064468786,0.12952274,0.9421037,0.8186954,0.0026687328,0.07340852,0.048057508,0.70841444,0.027020458,0.27878585,0.0468755,0.0075972243,0.010082231,0.93927187,0.61000496,0.00029357147,0.042098243,0.050150353,0.005329963,0.1060637,0.99969816,0.93927187,0.004926661,0.005343218,0.042098243,0.715407,0.10134454,0.29632849,0.041697532,0.011659978,0.012691403,0.8083843,0.3502386,0.18475656,0.049500432,0.04459623,0.050547767,0.04233656,0.7723173,0.8083843,0.0025289655,0.05083674,0.049500432,0.53109515,0.17854644,0.1839134,0.04198243,0.0049183685,0.0077897166,0.9830645,0.92343223,0.7738829,0.076685786,0.2517996,0.22927745
pork,pork_portion05_day1_rep3,pork_portion05,1,3,Fresh,0,0.1845337,0.35869038,0.27082443,0.059174336,0.058476113,0.0599729,0.4128848,0.4976926,0.35869038,0.019079534,0.098879635,0.058476113,0.35096374,0.9239593,0.031579778,0.061629962,0.0046478542,0.009736495,0.8235508,0.5696491,0.00045473521,0.0433883,0.03971172,0.004902595,0.11324856,0.9994674,0.8235508,0.0032199838,0.0055571757,0.0433883,0.6551281,0.07263576,0.27360934,0.037238788,0.006669009,0.011940323,0.9626719,0.58596456,0.0,0.021153424,0.024465473,0.0,0.09946155,1.0,0.9626719,0.0032822702,0.0,0.021153424,0.70933145,0.122992046,0.29685888,0.019138921,0.0090074865,0.005856125,0.8500987,0.37507695,0.23997994,0.04112477,0.053322572,0.05369985,0.034925643,0.7175618,0.8500987,0.0030450916,0.053426303,0.04112477,0.56150866,0.18404295,0.17077638,0.04086663,0.012861375,0.011936881,0.9358665,0.91670555,0.7817807,0.0775519,0.17818749,0.20365556
pork,pork_portion06_day1_rep3,pork_portion06,1,3,Fresh,0,0.21284677,0.4005211,0.30480105,0.04756797,0.044236228,0.0439056,0.41283822,0.47318056,0.4005211,0.009498005,0.06480734,0.044236228,0.39277607,0.9186775,0.033759236,0.046084676,0.0035809053,0.0051917965,0.85557747,0.6704988,0.053687736,0.05499227,0.061667092,0.10002489,0.12607306,0.94047564,0.85557747,0.0031109734,0.10595164,0.05499227,0.727769,0.03844484,0.28277448,0.054829944,0.04843454,0.019269591,0.9475624,0.6843874,8.360978e-05,0.03009976,0.046923045,0.0019523549,0.1183913,0.99990696,0.9475624,0.0063602524,0.0020534156,0.03009976,0.76223963,0.06751135,0.3081026,0.035222508,0.017055145,0.010238609,0.86782753,0.39929476,0.25889587,0.046227314,0.04888286,0.0509099,0.036355108,0.701999,0.86782753,0.0020101198,0.043898296,0.046227314,0.5800688,0.18043149,0.16969524,0.042752218,0.004961838,0.0070538037,0.97418606,0.9676008,0.77366936,0.051716533,0.23401381,0.2551348
pork,pork_portion07_day1_rep3,pork_portion07,1,3,Fresh,0,0.21110688,0.41925755,0.37387064,0.04644506,0.043097887,0.044020623,0.46165365,0.5005268,0.41925755,0.008995696,0.061375536,0.043097887,0.41246814,0.92216974,0.26589036,0.04440876,0.002594588,0.4361453,0.7366749,0.4955386,0.0008142414,0.040234093,0.039233483,0.0073244153,0.10987004,0.99901974,0.7366749,0.0030659966,0.008605633,0.040234093,0.582296,0.07336977,0.24979535,0.037043743,0.0040818034,0.011478739,0.9404646,0.6361896,0.000888386,0.03832237,0.046331525,0.008133595,0.110591315,0.9990697,0.9404646,0.0041173724,0.008340999,0.03832237,0.73105425,0.08871615,0.30008048,0.038782943,0.009354705,0.011719039,0.8523978,0.37030682,0.22681569,0.05214014,0.05212153,0.055936933,0.03622123,0.7351101,0.8523978,0.0019218021,0.05224237,0.05214014,0.55954635,0.18687157,0.17683204,0.046369925,0.0043664193,0.0072050453,0.8657724,0.8929227,0.7551336,0.15777554,0.13683513,0.23289402
pork,pork_portion08_day1_rep3,pork_portion08,1,3,Fresh,0,0.12811795,0.32379645,0.2646039,0.060288824,0.06762804,0.07511796,0.44661477,0.6239811,0.32379645,0.0136575755,0.12114356,0.06762804,0.31283277,0.9232069,0.07175587,0.07112893,0.0043612556,0.22799064,0.77315223,0.60947835,0.024426412,0.040289633,0.038512487,0.050812986,0.12818538,0.96961486,0.77315223,0.0026278077,0.060097,0.040289633,0.6658337,0.030409526,0.2687629,0.03632447,0.0038540673,0.010351377,0.92580223,0.61816466,0.0029372545,0.040912848,0.04677051,0.026740193,0.10898311,0.9968589,0.92580223,0.0042770547,0.028297152,0.040912848,0.71596026,0.09162032,0.2949331,0.039645478,0.010185033,0.013030995,0.81342137,0.3049158,0.1726516,0.039609205,0.05080663,0.04837381,0.0325288,0.7880356,0.81342137,0.005589971,0.051097214,0.039609205,0.51370156,0.19943799,0.18393216,0.03735693,0.013308947,0.007749011,0.9800554,0.95071346,0.7594559,0.083332546,0.24271603,0.25466534
pork,pork_portion09_day1_rep3,pork_portion09,1,3,Fresh,0,0.14741749,0.3071503,0.21558487,0.046249695,0.04346246,0.049044285,0.40019238,0.52916396,0.3071503,0.026943257,0.098503225,0.04346246,0.29789466,0.92740583,0.036513247,0.046875086,0.003893889,0.012479282,0.7739241,0.572812,0.00053355604,0.035282105,0.043507144,0.004498814,0.12121822,0.99931854,0.7739241,0.0050176783,0.005524131,0.035282105,0.64238954,0.049405552,0.2670346,0.037408907,0.010689449,0.011385721,0.916714,0.6747373,0.0,0.03031453,0.03431678,0.0,0.12056247,1.0,0.916714,0.0031397096,0.0,0.03031453,0.7472683,0.05915648,0.30239597,0.029473092,0.0069115055,0.009206274,0.84945816,0.3744883,0.25440025,0.04148506,0.043844778,0.04579323,0.031661436,0.7004107,0.84945816,0.0028911068,0.041195918,0.04148506,0.56090194,0.18490979,0.16279396,0.0381628,0.004136954,0.0080594085,0.9709281,1.013157,0.79775935,0.111108355,0.1893878,0.26464134
pork,pork_portion10_day1_rep3,pork_portion10,1,3,Fresh,0,0.17153697,0.35254747,0.26204625,0.032401305,0.030592194,0.032512184,0.41432866,0.5156663,0.35254747,0.01326393,0.05517204,0.030592194,0.34394908,0.92093325,0.032681145,0.032349117,0.0031543353,0.006680869,0.7465816,0.537008,0.0038724095,0.03912491,0.039694507,0.022885272,0.11759215,0.995207,0.7465816,0.0029173794,0.026474008,0.03912491,0.61133426,0.05595944,0.2569419,0.037045665,0.0039023112,0.010900757,0.90037966,0.6205678,0.0,0.037611503,0.038555454,0.0,0.11281329,1.0,0.90037966,0.0028740652,0.0,0.037611503,0.7095507,0.079545945,0.29222494,0.034409087,0.0053466577,0.010986328,0.8497136,0.3435796,0.24430397,0.02790873,0.026820045,0.028266486,0.025080234,0.71127504,0.8497136,0.0021090114,0.024705658,0.02790873,0.54691464,0.19880103,0.16225557,0.02411137,0.0026391952,0.004492521,0.9327204,0.95339394,0.76122236,0.10699383,0.18308224,0.23992561
pork,pork_portion11_day1_rep1,pork_portion11,1,1,Fresh,0,0.21467657,0.4314925,0.38300204,0.05680234,0.05449485,0.053875566,0.4611674,0.5092502,0.4314925,0.0037714017,0.07295207,0.05449485,0.423548,0.91960126,0.0069586337,0.055380106,0.003313261,0.049620792,0.8321766,0.60885334,0.0,0.039847,0.039436843,0.0,0.11986599,1.0,0.8321766,0.0028127688,0.0,0.039847,0.6819989,0.056217518,0.28072315,0.036136057,0.0052587665,0.011590811,0.9322863,0.6504895,0.00016112295,0.038289793,0.041899674,0.0028086214,0.11424332,0.9998254,0.9322863,0.00367703,0.0028643685,0.038289793,0.73711926,0.07801803,0.30106008,0.03614031,0.008325403,0.011228756,0.82648104,0.31630197,0.16320576,0.047291122,0.048406366,0.056860387,0.03648403,0.80363935,0.82648104,0.003153382,0.059923384,0.047291122,0.52365744,0.19939609,0.19251388,0.041389056,0.0062554167,0.010613009,0.9418999,0.9450317,0.750432,0.062666625,0.23098269,0.26847878
pork,pork_portion12_day1_rep1,pork_portion12,1,1,Fresh,0,0.16317596,0.36563295,0.29099295,0.08069534,0.08981528,0.09826854,0.4338637,0.5815361,0.36563295,0.022614015,0.14739673,0.08981528,0.35470146,0.91864914,0.08067703,0.093023404,0.005751061,0.2284563,0.84615785,0.5732269,7.1003335e-05,0.041180268,0.044074897,0.0015609985,0.11085693,0.99991536,0.84615785,0.00487157,0.0016983594,0.041180268,0.66439855,0.08051266,0.2774858,0.038237493,0.011234177,0.012036135,0.92911965,0.6171913,0.00097493076,0.042795286,0.061183408,0.009562518,0.10850261,0.9989785,0.92911965,0.006802144,0.009865211,0.042795286,0.7164608,0.09347083,0.29583701,0.04828775,0.016850978,0.014204588,0.8554642,0.36673164,0.21476637,0.05049776,0.056661777,0.06372992,0.037575323,0.7504729,0.8554642,0.002661414,0.0620331,0.05049776,0.55918354,0.18911886,0.18277216,0.04732381,0.007116582,0.011024868,0.9149419,0.92632765,0.76449376,0.056702398,0.17842695,0.2160286
pork,pork_portion13_day1_rep1,pork_portion13,1,1,Fresh,0,0.17643562,0.40822595,0.3628446,0.06739941,0.06505635,0.06661589,0.46536988,0.5816019,0.40822595,0.0063880193,0.11168027,0.06505635,0.39828262,0.91651076,0.17938305,0.06637315,0.004159898,0.37918624,0.8489885,0.64773595,0.0,0.04444689,0.04390459,0.0,0.12504198,1.0,0.8489885,0.0025523216,0.0,0.04444689,0.71127266,0.043721102,0.28901443,0.040368732,0.004185935,0.012930606,0.95644087,0.6738821,0.0,0.022616083,0.021147048,0.0,0.11538933,1.0,0.95644087,0.002040362,0.0,0.022616083,0.75836426,0.07660072,0.3078292,0.019211026,0.0032203628,0.0061117625,0.8106632,0.28620672,0.094199285,0.03733042,0.033748917,0.044762913,0.04275102,0.8838211,0.8106632,0.0033244595,0.051356114,0.03733042,0.503315,0.20516728,0.21398179,0.029150745,0.008538589,0.0072884094,0.93367213,0.92282504,0.7198878,0.06043744,0.27375385,0.30064404
pork,pork_portion14_day1_rep1,pork_portion14,1,1,Fresh,0,0.17486116,0.33872953,0.24509247,0.061207782,0.060714893,0.061185025,0.40219343,0.49705747,0.33872953,0.010229202,0.096258655,0.060714893,0.33070204,0.9259082,0.036431454,0.06430471,0.0046976074,0.004859604,0.8111441,0.5836939,0.00012698674,0.041899826,0.04546114,0.0019137244,0.11779947,0.9998416,0.8111441,0.003912467,0.002223535,0.041899826,0.6600541,0.060055725,0.27394217,0.04056838,0.0075612823,0.012747349,0.9653376,0.65436965,0.0,0.020037329,0.02922914,0.0,0.11098119,1.0,0.9653376,0.0032224406,0.0,0.020037329,0.7494697,0.08996831,0.30623305,0.022989038,0.007567388,0.006771206,0.82204705,0.36191705,0.15326217,0.041319318,0.041143626,0.048938204,0.050052594,0.81391793,0.82204705,0.002552212,0.05276462,0.041319318,0.5417799,0.17757143,0.20283607,0.03643927,0.0067700325,0.0075656096,0.9563392,0.973116,0.79514295,0.0996625,0.18125896,0.24799255
pork,pork_portion15_day1_rep1,pork_portion15,1,1,Fresh,0,0.11634647,0.30723345,0.24149673,0.080696724,0.083480805,0.08325657,0.44023943,0.6643091,0.30723345,0.0099871,0.17710231,0.083480805,0.29463413,0.923634,0.019284017,0.08880769,0.0052239234,0.0066244784,0.8555543,0.68226296,0.00811678,0.05187635,0.05523944,0.020259978,0.13049066,0.9904471,0.8555543,0.0036281464,0.022707064,0.05187635,0.73494285,0.029255712,0.29448694,0.049647983,0.006982572,0.0150373615,0.9680692,0.7540185,0.0,0.019129647,0.021191103,0.0,0.12815125,1.0,0.9680692,0.001983957,0.0,0.019129647,0.8105342,0.041657947,0.3211783,0.01807603,0.0040720003,0.0058086347,0.8650116,0.37624097,0.23476475,0.044054933,0.04380529,0.046018925,0.0355135,0.7286027,0.8650116,0.0012295424,0.041012034,0.044054933,0.5676084,0.1890941,0.17684825,0.038821883,0.004474781,0.0067510605,1.0341765,1.0654458,0.7993061,0.081119,0.25959197,0.31871855
pork,pork_portion16_day1_rep1,pork_portion16,1,1,Fresh,0,0.13036582,0.3106606,0.23964888,0.07411993,0.07843958,0.088170834,0.4303288,0.6129367,0.3106606,0.020650588,0.1586958,0.07843958,0.29937196,0.9253711,0.05349373,0.08373196,0.0048363274,0.16711788,0.8051366,0.5878423,0.008528716,0.0628355,0.0647673,0.037169635,0.11903244,0.99068266,0.8051366,0.0039161374,0.039211202,0.0628355,0.6606659,0.055411607,0.27222666,0.059095316,0.007464434,0.016685577,0.89113736,0.69319725,0.0,0.025384301,0.030295223,0.0,0.12790103,1.0,0.89113736,0.0029852507,0.0,0.025384301,0.7517302,0.038902327,0.3018842,0.025641657,0.00677266,0.008044584,0.85740715,0.39190313,0.21934685,0.043827884,0.043029837,0.044563543,0.043558054,0.74430734,0.85740715,0.0022404355,0.041149117,0.043827884,0.57143056,0.17872429,0.18557629,0.038939346,0.0034028722,0.0058237724,0.967061,1.0257449,0.8055701,0.09718451,0.17514923,0.256097
pork,pork_portion17_day1_rep1,pork_portion17,1,1,Fresh,0,0.156396,0.35572526,0.28687707,0.054835353,0.050036356,0.052314088,0.4401441,0.57130975,0.35572526,0.011506514,0.09792656,0.050036356,0.34616846,0.92008144,0.018754238,0.052869983,0.0034628143,0.0075114644,0.81930023,0.5957879,0.0,0.038113546,0.042550147,0.0,0.11908986,1.0,0.81930023,0.0037166865,0.0,0.038113546,0.6700883,0.057333056,0.27696002,0.03765233,0.007447626,0.011765969,0.9401144,0.6588577,0.0,0.018717302,0.016117739,0.0,0.11449375,1.0,0.9401144,0.0015557593,0.0,0.018717302,0.74459034,0.07704175,0.30346417,0.015112048,0.0027172447,0.004992451,0.84655017,0.35940728,0.21632355,0.039468262,0.04311169,0.043697897,0.036054257,0.74434674,0.84655017,0.0031452193,0.041901343,0.039468262,0.55203176,0.18927461,0.17892754,0.03579382,0.0088447165,0.0060846186,0.95704186,0.97494394,0.7759599,0.08149514,0.20237659,0.25531235
pork,pork_portion18_day1_rep1,pork_portion18,1,1,Fresh,0,0.15758714,0.34085065,0.2707515,0.044438798,0.04108246,0.040765572,0.4341945,0.54467624,0.34085065,0.0049179276,0.079359606,0.04108246,0.33222657,0.92435294,0.020803522,0.04369352,0.0032620125,0.002782533,0.73817956,0.46533823,0.0,0.03537081,0.03539612,0.0,0.10297902,1.0,0.73817956,0.0033423183,0.0,0.03537081,0.5644467,0.08988225,0.24595222,0.033202894,0.0041411947,0.01047066,0.93986547,0.71937263,0.0,0.021595148,0.022401374,0.0,0.12534967,1.0,0.93986547,0.0014497164,0.0,0.021595148,0.7813357,0.046610437,0.31209758,0.019644197,0.003602093,0.006315161,0.8474767,0.344959,0.1813659,0.041959383,0.044613097,0.051447652,0.03879595,0.7863488,0.8474767,0.0022336382,0.0536798,0.041959383,0.5453552,0.19495381,0.19326861,0.037595596,0.0059992047,0.00898086,0.8949634,1.0280969,0.7792247,0.23084304,0.11908015,0.3030064
pork,pork_portion19_day1_rep1,pork_portion19,1,1,Fresh,0,0.15884201,0.3865212,0.33532798,0.043364096,0.037695304,0.037906796,0.46083623,0.5941029,0.3865212,0.0022673572,0.0746073,0.037695304,0.37648624,0.91632074,0.006054405,0.03931099,0.0028995986,0.0022077647,0.78437847,0.5735082,0.013968841,0.058538046,0.067742914,0.04390574,0.11892676,0.98391736,0.78437847,0.0052374285,0.04934687,0.058538046,0.64565223,0.05387365,0.26628074,0.05960229,0.012471082,0.015481116,0.89140254,0.67586786,0.0,0.029607726,0.024464862,0.0,0.12472931,1.0,0.89140254,0.0015506096,0.0,0.029607726,0.74087745,0.047686767,0.29899892,0.023491707,0.0028767881,0.0077517917,0.83510053,0.34947795,0.21313202,0.03692878,0.036901418,0.0396672,0.034472723,0.744512,0.83510053,0.0022545492,0.03900562,0.03692878,0.5425692,0.18934765,0.17606291,0.03263839,0.0042546317,0.005797281,0.9402037,0.9864697,0.7648374,0.10087913,0.1926618,0.2729601
pork,pork_portion20_day1_rep1,pork_portion20,1,1,Fresh,0,0.12129506,0.32048818,0.2554559,0.0665443,0.060378995,0.060718987,0.44346094,0.6463135,0.32048818,0.007234822,0.15065485,0.060378995,0.30904087,0.92141235,0.017792858,0.06467444,0.0038418225,0.0050525097,0.7810996,0.63914996,0.00822135,0.02524014,0.02688033,0.019781068,0.13420944,0.9893284,0.7810996,0.0028428924,0.024760578,0.02524014,0.68739384,0.018509792,0.27785152,0.023976477,0.0063460064,0.0066153994,0.94752467,0.62505513,0.0,0.012778808,0.013477728,0.0,0.108216986,1.0,0.94752467,0.0019714665,0.0,0.012778808,0.72679913,0.09707719,0.29972804,0.011438708,0.004027583,0.003758629,0.85646755,0.4180493,0.25068277,0.050508928,0.056885805,0.05693514,0.04442997,0.7083994,0.85646755,0.0031825122,0.053315178,0.050508928,0.58460397,0.16704063,0.17512687,0.048603177,0.007808969,0.006398545,1.0129237,0.96619767,0.8183921,0.09057701,0.20779684,0.20159315
pork,pork_portion11_day1_rep2,pork_portion11,1,2,Fresh,0,0.2263141,0.43798706,0.39165315,0.05028675,0.049738623,0.05011378,0.46161136,0.48752877,0.43798706,0.0037527625,0.060666155,0.049738623,0.43107384,0.92120284,0.06105127,0.050427552,0.003691341,0.231761,0.8334293,0.609562,0.0,0.03660812,0.038041983,0.0,0.119860336,1.0,0.8334293,0.0028903014,0.0,0.03660812,0.6828863,0.05643052,0.28098902,0.03430711,0.005531117,0.0108901,0.9283248,0.64977664,4.096346e-06,0.038988564,0.041735798,0.00021948572,0.11458204,0.9999946,0.9283248,0.0037684701,0.0002926519,0.038988564,0.7355371,0.076714054,0.30045757,0.036127146,0.008846376,0.011313433,0.82188755,0.31889978,0.1677458,0.052558254,0.049904678,0.059353262,0.03647459,0.7974104,0.82188755,0.0034105035,0.062625386,0.052558254,0.5228442,0.19678795,0.18968597,0.044116616,0.009021228,0.011247026,0.92715335,0.9290719,0.74144834,0.059687134,0.23162454,0.26819092
pork,pork_portion12_day1_rep2,pork_portion12,1,2,Fresh,0,0.17739278,0.3705466,0.29679888,0.076087795,0.08559234,0.09507132,0.43117106,0.5412478,0.3705466,0.023432903,0.12591428,0.08559234,0.3611393,0.92131656,0.07786089,0.08828074,0.006117902,0.22355463,0.8434398,0.5754633,0.0,0.040397268,0.04299241,0.0,0.111610465,1.0,0.8434398,0.004620863,0.0,0.040397268,0.6648629,0.07823239,0.27743548,0.03750524,0.0105315875,0.011821637,0.9279763,0.6159501,0.0002635316,0.04378269,0.060826804,0.0038888014,0.108412445,0.9997254,0.9279763,0.0067391265,0.0039207595,0.04378269,0.7154368,0.09360596,0.2956128,0.04822872,0.016700288,0.0143752005,0.84954435,0.3607349,0.20683432,0.05006109,0.05764688,0.06258145,0.037963104,0.75808233,0.84954435,0.0022557138,0.061416958,0.05006109,0.5538163,0.18948717,0.1843728,0.047659993,0.0073092747,0.009642954,0.91807896,0.9263086,0.7642274,0.0558971,0.18267356,0.21837752
