dataset,public_image_id,portion_id,storage_day,technical_replicate,label_name,label,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77
beef,beef_portion27_day1_rep3,beef_portion27,1,3,Fresh,0,0.77459556,0.5444989,0.01072279,0.024092985,0.028724024,0.015568006,0.114492156,0.98514116,0.77459556,0.0028069648,0.019577438,0.024092985,0.6247648,0.064444266,0.26131722,0.025078988,0.0060481657,0.0067040473,0.50216943,0.4316125,0.08246125,0.031949688,0.03360727,0.053273816,0.13655718,0.8384831,0.50216943,0.0025026912,0.098558895,0.031949688,0.4702995,0.11141187,0.18450294,0.033449993,0.31068566,0.009950433,0.64279675,0.43991655,0.33425173,0.025354981,0.027636003,0.027961014,0.054456227,0.47909793,0.64279675,0.0013120862,0.023731725,0.025354981,0.5233278,0.07336304,0.092848316,0.026646057,0.0035348306,0.0027383764,0.17435049,0.2782695,0.26259694,0.0360754,0.034960274,0.03643757,0.47295347,0.37772602,0.2782695,0.0072081434,0.056875587,0.034960274,0.27874374,0.9594015,0.66515845,0.038835768,0.0033877594,0.47070315,0.17879014,0.19685216,1.0410413,0.11251793,0.993383,1.0827855
beef,beef_portion28_day1_rep1,beef_portion28,1,1,Fresh,0,0.7318106,0.46377948,0.004470207,0.01850135,0.025261244,0.0059497207,0.1032439,0.9929465,0.7318106,0.0037979537,0.008755098,0.01850135,0.5615129,0.08805016,0.24405955,0.020915695,0.007293702,0.005987161,0.4224045,0.3362436,0.023971392,0.038186155,0.04052059,0.029586518,0.1283863,0.9460828,0.4224045,0.0047118594,0.061133675,0.038186155,0.37730935,0.015296846,0.17050757,0.04119983,0.0057277502,0.009045544,0.62489593,0.42023122,0.33814088,0.019207645,0.021923602,0.024479974,0.04580475,0.4574998,0.62489593,0.00406803,0.026722422,0.019207645,0.50564635,0.07671131,0.081012405,0.02037584,0.0039318423,0.0059761666,0.15115124,0.25817737,0.21349922,0.026854005,0.029455377,0.028300947,0.42915997,0.416708,0.25817737,0.007849241,0.040810775,0.029455377,0.2540778,0.95242816,0.014313569,0.032299634,0.0036771693,0.003444499,0.21126732,0.17272525,0.94575304,0.16808183,0.9580176,0.9135729
beef,beef_portion28_day1_rep2,beef_portion28,1,2,Fresh,0,0.73417765,0.46411702,0.0040836306,0.017324846,0.02692996,0.0050285985,0.10299592,0.9933601,0.73417765,0.004440742,0.007497467,0.017324846,0.56257015,0.0888462,0.24452561,0.021252891,0.009185403,0.00599787,0.41537884,0.33307043,0.021663845,0.038130675,0.04017942,0.025599197,0.12984343,0.9500694,0.41537884,0.004450366,0.05409711,0.038130675,0.37284204,0.013605075,0.16960262,0.040962722,0.0055962056,0.009363173,0.6257666,0.41158324,0.33056757,0.020249033,0.026313042,0.030963752,0.043573625,0.47059777,0.6257666,0.00406972,0.03767326,0.020249033,0.5002743,0.08126094,0.08255956,0.023650272,0.0057528308,0.007881511,0.14895825,0.2545702,0.21766926,0.025424913,0.027687488,0.02772109,0.44032758,0.41637468,0.2545702,0.016726986,0.04200303,0.027687488,0.25076956,0.95451427,0.065373264,0.030327056,0.004410342,0.22700143,0.21741995,0.17369892,0.937388,0.1685016,0.9545028,0.90836084
beef,beef_portion28_day1_rep3,beef_portion28,1,3,Fresh,0,0.7307684,0.45877057,0.0042246953,0.017226042,0.02329345,0.005326859,0.10227582,0.9931605,0.7307684,0.0033587965,0.007995428,0.017226042,0.5581724,0.090333976,0.24324778,0.019385908,0.0062157046,0.0056157215,0.41657162,0.32777444,0.022761842,0.037108403,0.039763838,0.02853741,0.12669118,0.9478658,0.41657162,0.0044870563,0.06043767,0.037108403,0.3694708,0.017317777,0.16831459,0.040458776,0.005556463,0.009240912,0.62723804,0.4180053,0.33552074,0.01966478,0.022472698,0.026543336,0.045140564,0.46379992,0.62723804,0.0042349068,0.02973256,0.01966478,0.5052077,0.078839235,0.0823227,0.020988185,0.004045715,0.0065273414,0.14861768,0.25247595,0.21652924,0.024983797,0.027643904,0.025575845,0.44137436,0.4129915,0.25247595,0.0151986815,0.03850742,0.027643904,0.24880585,0.9556621,0.031867478,0.030274913,0.004338703,0.1476692,0.21576524,0.16980655,0.94296443,0.17205814,0.9558597,0.9149349
beef,beef_portion29_day1_rep1,beef_portion29,1,1,Fresh,0,0.7729629,0.5244885,0.0049483497,0.022949515,0.034307692,0.0061437376,0.11071486,0.99253935,0.7729629,0.0046638395,0.008437329,0.022949515,0.6118097,0.07410745,0.2588747,0.027766777,0.010053049,0.00816569,0.44892582,0.33780447,0.006334272,0.026181795,0.028098918,0.008861266,0.122642465,0.98527735,0.44892582,0.0040139942,0.019120341,0.026181795,0.3865219,0.026994592,0.17971238,0.028066928,0.0049711727,0.007971261,0.58755565,0.35698685,0.26697284,0.021547865,0.023400126,0.025418656,0.04501007,0.544372,0.58755565,0.0027011398,0.027940324,0.021547865,0.45101252,0.090383515,0.093760796,0.023099508,0.003018336,0.0043913247,0.1395252,0.25117186,0.22975476,0.035771806,0.034704518,0.034737337,0.46633792,0.4488686,0.2511828,0.011118584,0.057352323,0.034697335,0.24694027,0.9560829,0.3849561,0.037910406,0.0036136513,0.48450923,0.24339448,0.23104815,0.96276,0.12475925,0.961672,0.9358822
beef,beef_portion29_day1_rep2,beef_portion29,1,2,Fresh,0,0.77537876,0.5237199,0.00516354,0.022466835,0.033937767,0.006383537,0.11017893,0.99223953,0.77537876,0.0044195335,0.0086648185,0.022466835,0.6120203,0.07565917,0.25908065,0.027596023,0.009680111,0.008011798,0.4524172,0.34063467,0.0066333036,0.02576838,0.02827801,0.009410028,0.12272191,0.98456305,0.4524172,0.004230267,0.019803181,0.02576838,0.38965312,0.027009586,0.180597,0.028084515,0.005448865,0.00784155,0.5834751,0.35574272,0.27003238,0.024484536,0.024185933,0.027267158,0.043001812,0.5363619,0.5834751,0.002869332,0.028103285,0.024484536,0.44985658,0.08960946,0.090810955,0.024198081,0.0017131197,0.0040104664,0.14184508,0.2532787,0.23440875,0.03777848,0.03605275,0.036196377,0.4702513,0.4452796,0.2532787,0.0072197323,0.060257766,0.03605275,0.24952182,0.9566238,0.64539003,0.039707225,0.0036763218,0.47756624,0.24077715,0.23410761,1.027978,0.124918915,1.0487382,1.0485256
beef,beef_portion29_day1_rep3,beef_portion29,1,3,Fresh,0,0.76679915,0.5122118,0.004400105,0.019217132,0.02828266,0.005310093,0.109092474,0.99316955,0.76679915,0.0037669674,0.007417323,0.019217132,0.60232604,0.077833205,0.25624937,0.023069065,0.008018983,0.006744294,0.45269436,0.34111094,0.005445377,0.023776485,0.026435617,0.0075490014,0.1229443,0.9871054,0.45269436,0.004053152,0.016418643,0.023776485,0.3900777,0.026890803,0.18103531,0.026178047,0.0052050003,0.0074204784,0.58921695,0.35581017,0.26469466,0.021519704,0.023000987,0.025536539,0.0452934,0.5495495,0.58921695,0.0027561476,0.028292386,0.021519704,0.45025846,0.09138034,0.095240176,0.022801705,0.0027518999,0.004583999,0.14165525,0.25371185,0.23909634,0.043231893,0.042578682,0.04310952,0.47656888,0.44921306,0.2538443,0.008154487,0.06570203,0.042703915,0.2500687,0.95702827,0.8308518,0.0462758,0.0034532624,0.37266132,0.23087147,0.22188291,1.1078074,0.12305052,1.1432496,1.1534933
beef,beef_portion30_day1_rep1,beef_portion30,1,1,Fresh,0,0.7742664,0.5422589,0.006811797,0.026569853,0.037354674,0.009400538,0.114305496,0.9901171,0.7742664,0.0050575356,0.012216366,0.026569853,0.6232985,0.06545798,0.26151642,0.030694969,0.010874337,0.008852728,0.5141942,0.44064957,0.10388106,0.030735675,0.031284824,0.03891602,0.13501061,0.79947263,0.5141942,0.0022268635,0.062345456,0.030735675,0.4800181,0.01028397,0.18244159,0.03124985,0.08446308,0.004074753,0.58769673,0.36381105,0.25879976,0.03168266,0.03249982,0.033337988,0.050813135,0.5592763,0.58769673,0.0020024087,0.033505682,0.03168266,0.45438856,0.08608224,0.10054842,0.032310996,0.0028257635,0.0035621661,0.19333436,0.28482997,0.2736351,0.027373942,0.024683649,0.025240326,0.47828272,0.32167745,0.28482997,0.008550168,0.05150838,0.024683649,0.28856286,0.9652427,0.89988023,0.027266402,0.0054723923,0.2982632,0.17270286,0.23423629,1.1528958,0.11449342,1.2096775,1.1997302
beef,beef_portion30_day1_rep2,beef_portion30,1,2,Fresh,0,0.77514255,0.5430911,0.0073265824,0.026381342,0.037142325,0.011269313,0.114258215,0.98947775,0.77514255,0.0049393456,0.014292662,0.026381342,0.62406427,0.06539555,0.26172104,0.030521106,0.0106265545,0.0086687645,0.5094017,0.43488443,0.097196154,0.02735887,0.026958358,0.039232403,0.13485534,0.8104024,0.5094017,0.002548846,0.0672124,0.02735887,0.47451225,0.010362187,0.18250206,0.027187515,0.08030657,0.006052525,0.58833444,0.36306188,0.25925174,0.02992407,0.031303234,0.032364257,0.050521217,0.55894995,0.58833444,0.002595898,0.03348778,0.02992407,0.4543505,0.086797975,0.10014536,0.030872816,0.0033695537,0.0042967363,0.18209665,0.27939987,0.2667957,0.025319032,0.02281741,0.02348405,0.47649053,0.3487491,0.27941218,0.008507361,0.04977583,0.022807164,0.28157514,0.9623906,0.7796364,0.02534159,0.0050677834,0.41243944,0.17796102,0.23530304,1.0909332,0.11415582,1.1402422,1.1217049
beef,beef_portion30_day1_rep3,beef_portion30,1,3,Fresh,0,0.77940726,0.54669714,0.006558357,0.025948064,0.038518894,0.008974937,0.114412,0.9904505,0.77940726,0.005237036,0.011572828,0.025948064,0.62761223,0.06537575,0.26296568,0.031175531,0.011385906,0.008934284,0.50813323,0.43622744,0.1048684,0.03220027,0.031956363,0.03939373,0.13565935,0.79557973,0.50813323,0.0019909563,0.063523285,0.03220027,0.47546032,0.0041384865,0.18019241,0.03199439,0.037608672,0.0036557533,0.58456475,0.3597117,0.256337,0.031235976,0.033106256,0.03496127,0.05066157,0.56132346,0.58456475,0.0024665934,0.03774522,0.031235976,0.4510397,0.08675331,0.10001237,0.032516222,0.003676258,0.0049287803,0.18687169,0.2789696,0.26846424,0.028115762,0.023725178,0.023718594,0.47878596,0.3311922,0.27899143,0.0127953,0.0555871,0.023726007,0.28208572,0.9649808,0.89995617,0.026559426,0.005440074,0.2953419,0.18371613,0.24122322,1.1551774,0.117687784,1.2160064,1.1998912
beef,beef_portion31_day1_rep1,beef_portion31,1,1,Fresh,0,0.74246454,0.55646014,0.0046192794,0.025983503,0.037067313,0.0056331838,0.1225442,0.99264365,0.74246454,0.0049210223,0.008149655,0.025983503,0.6227555,0.043939576,0.25953695,0.03093691,0.010149484,0.009247543,0.50063044,0.4274255,0.052755862,0.042588998,0.042784974,0.053176302,0.13752525,0.89984196,0.50063044,0.002214572,0.08968874,0.042588998,0.4663567,0.06844265,0.1922424,0.042549334,0.24629974,0.005281525,0.6138073,0.38806623,0.2948439,0.031382877,0.034688935,0.029527875,0.047217283,0.518826,0.6138073,0.0052607865,0.027451057,0.031382877,0.48035276,0.08642573,0.09308144,0.03320863,0.0047348095,0.0053058397,0.16490804,0.26891845,0.23805651,0.02735783,0.032116104,0.037051544,0.44723076,0.38681334,0.26893327,0.023789516,0.047508948,0.032121975,0.26743403,0.95664185,0.19415955,0.03451502,0.005211034,0.38630217,0.17201614,0.22313909,0.9816073,0.10174565,0.91020423,0.90156937
beef,beef_portion31_day1_rep2,beef_portion31,1,2,Fresh,0,0.7462417,0.55357397,0.004701203,0.027481193,0.03480641,0.0061674058,0.12128781,0.9926949,0.7462417,0.0039059771,0.008735642,0.027481193,0.62193614,0.047163345,0.25953826,0.030091768,0.0078038103,0.009105359,0.5068846,0.42978954,0.067129016,0.04314486,0.04351133,0.057812877,0.13548735,0.87338,0.5068846,0.0031245577,0.09699484,0.04314486,0.46999866,0.07318724,0.18942855,0.043462023,0.25041625,0.006196344,0.6100284,0.38575378,0.2984411,0.03426614,0.041378543,0.033381253,0.044758413,0.51031,0.6100284,0.0074495296,0.03190108,0.03426614,0.4776676,0.08623835,0.089632876,0.038183454,0.0071615446,0.0064410097,0.1645335,0.25894082,0.23037991,0.02836139,0.031386662,0.032955453,0.44767448,0.3653886,0.25894082,0.018649535,0.046885915,0.031386662,0.258031,0.9602991,0.18553248,0.03407206,0.005361571,0.380613,0.16934466,0.22629209,0.9857589,0.10093722,0.91209257,0.90632176
beef,beef_portion31_day1_rep3,beef_portion31,1,3,Fresh,0,0.7448438,0.55308,0.0047115106,0.02733433,0.03705529,0.0059877695,0.1213849,0.9926793,0.7448438,0.004336098,0.008555569,0.02733433,0.6211976,0.046816908,0.25927582,0.031524748,0.008808885,0.009411743,0.49263188,0.41844386,0.048572708,0.038982738,0.039957907,0.04681805,0.136924,0.9054592,0.49263188,0.0024938947,0.08147486,0.038982738,0.4576494,0.0534684,0.19054389,0.03974026,0.21598941,0.0056788707,0.6205859,0.39944065,0.30671397,0.029556314,0.031805858,0.028440628,0.048092823,0.50483245,0.6205859,0.0046784584,0.024775771,0.029556314,0.49028108,0.08390659,0.091440976,0.03073805,0.0037047367,0.0041441666,0.1605052,0.2569462,0.22442237,0.027984835,0.029364198,0.032883313,0.44149184,0.37665507,0.2569462,0.021592913,0.047190577,0.029364198,0.25525042,0.95881206,0.13054933,0.03231471,0.0045495206,0.32440808,0.17752838,0.21606322,0.99107164,0.10868623,0.92963,0.90676814
beef,beef_portion32_day1_rep1,beef_portion32,1,1,Fresh,0,0.7558563,0.49912637,0.022516876,0.030561795,0.04574657,0.033309888,0.106289476,0.9698967,0.7558563,0.005409855,0.04185684,0.030561795,0.5909562,0.080177,0.24974237,0.037411883,0.012152043,0.008803595,0.47441053,0.37261423,0.0050589605,0.018047072,0.019623173,0.0075812466,0.12879592,0.98821825,0.47441053,0.0023630804,0.015910394,0.018047072,0.41955718,0.019566638,0.19003257,0.019380745,0.0028880967,0.005414491,0.6058694,0.3764926,0.27561274,0.02731837,0.031472646,0.030543523,0.04934587,0.54449195,0.6058694,0.00321649,0.030663185,0.02731837,0.46913052,0.08794633,0.09864397,0.029767163,0.0051472317,0.003893605,0.11590815,0.21347846,0.18413071,0.027886,0.026025876,0.025034336,0.448218,0.4625373,0.21347846,0.014029748,0.07171467,0.026025876,0.2057526,0.95893806,0.006519239,0.030114872,0.004219607,0.004652528,0.19135438,0.19424878,0.9898284,0.12443943,0.9807182,0.91459364
beef,beef_portion32_day1_rep2,beef_portion32,1,2,Fresh,0,0.75356466,0.4935029,0.025892364,0.031068979,0.048781477,0.034568466,0.105064236,0.9653271,0.75356466,0.006002965,0.043710172,0.031068979,0.58683866,0.08205802,0.24797514,0.039341282,0.01364098,0.008972412,0.47940582,0.37118033,0.005230518,0.019405164,0.019462518,0.007254491,0.12669367,0.9879437,0.47940582,0.0031913142,0.0151951015,0.019405164,0.4200449,0.022814652,0.19046393,0.019512543,0.004572794,0.0054845596,0.61192447,0.38368884,0.28464463,0.029737398,0.034985725,0.034530755,0.04909406,0.53440815,0.61192447,0.0028966323,0.035294097,0.029737398,0.47644353,0.0873671,0.09701824,0.0330066,0.005432493,0.004299739,0.11617117,0.21330774,0.18294553,0.027569951,0.025455391,0.024607768,0.44595307,0.46068937,0.21330774,0.0126934955,0.072788015,0.025455391,0.20555206,0.9586373,0.0068653896,0.029484255,0.0039016854,0.004079154,0.18611145,0.18709157,0.98585224,0.12680663,0.97748643,0.9168541
beef,beef_portion32_day1_rep3,beef_portion32,1,3,Fresh,0,0.75422597,0.4898966,0.023844633,0.030953195,0.045858495,0.035073753,0.10426158,0.9680787,0.75422597,0.005602926,0.04427078,0.030953195,0.58479655,0.08427851,0.24775407,0.037585616,0.012063954,0.009224268,0.47298244,0.36969712,0.005579671,0.02001008,0.021528361,0.007761827,0.12801795,0.98702866,0.47298244,0.0027712928,0.016194267,0.02001008,0.41699958,0.020495972,0.18916543,0.021258352,0.0037015413,0.005969985,0.6050527,0.37517533,0.27637494,0.026451303,0.032269057,0.03084195,0.04872555,0.54253805,0.6050527,0.0032503316,0.032007664,0.026451303,0.4683265,0.08836904,0.097710066,0.029973447,0.0059049106,0.0035816075,0.11600754,0.21046485,0.18035981,0.028445296,0.025994329,0.025400218,0.4448384,0.4549462,0.21046485,0.012337843,0.07319679,0.025994329,0.20266065,0.9597221,0.006970555,0.03028159,0.0025941797,0.003613507,0.18882972,0.18998738,0.9850919,0.124921136,0.98044986,0.9154606
beef,beef_portion33_day1_rep1,beef_portion33,1,1,Fresh,0,0.7579714,0.51040316,0.004333904,0.022919916,0.03345603,0.005510238,0.109889664,0.99323493,0.7579714,0.0049357913,0.007843785,0.022919916,0.5984299,0.074898,0.25469208,0.027302634,0.010267814,0.007989866,0.4867595,0.4095917,0.07548239,0.027329383,0.029453008,0.047629103,0.13379249,0.8469328,0.4867595,0.0025295883,0.091343075,0.027329383,0.4499972,0.008938855,0.17967463,0.029064508,0.04963385,0.007978344,0.6152983,0.3914421,0.27379343,0.023852507,0.02638278,0.025850521,0.05550884,0.5541402,0.6152983,0.002618099,0.026058711,0.023852507,0.48179767,0.083590336,0.10597685,0.024907112,0.0043516695,0.002818343,0.17757776,0.27566862,0.2510554,0.028003002,0.026921555,0.026676495,0.4558641,0.3572563,0.27566862,0.017237945,0.039192583,0.026921555,0.2764505,0.9600332,0.13189809,0.029613724,0.0020248876,0.33494636,0.1789148,0.18919529,0.9498491,0.109615125,0.96797806,0.9005506
beef,beef_portion33_day1_rep2,beef_portion33,1,2,Fresh,0,0.7609289,0.5160545,0.0044805733,0.017126309,0.02700077,0.0056437175,0.11074078,0.99304044,0.7609289,0.004235071,0.007980206,0.017126309,0.6028303,0.07321142,0.25595343,0.021464868,0.0091745,0.0061516548,0.47991124,0.40144974,0.060436044,0.029787261,0.03316345,0.046434186,0.13377602,0.8764715,0.47991124,0.0026851697,0.09009933,0.029787261,0.44195384,0.008776149,0.18161294,0.03260489,0.037687015,0.007734026,0.6150803,0.39219463,0.27418378,0.024987277,0.027034478,0.026602777,0.05588023,0.55335814,0.6150803,0.0025349136,0.026274836,0.024987277,0.48202676,0.08316841,0.10593073,0.025929764,0.0041210395,0.0030581586,0.17035656,0.26959875,0.24491866,0.026475864,0.02560701,0.02477157,0.4567305,0.36947918,0.26959875,0.013734035,0.039014705,0.02560701,0.26954073,0.95980626,0.12470564,0.0281975,0.002170364,0.32745883,0.18857265,0.19287157,0.95622087,0.11343652,0.9682061,0.9022177
beef,beef_portion33_day1_rep3,beef_portion33,1,3,Fresh,0,0.75916946,0.51302207,0.004625195,0.01916835,0.031386334,0.0058489135,0.110323526,0.99287117,0.75916946,0.005007648,0.008254033,0.01916835,0.600501,0.07406803,0.25523025,0.024740495,0.01065236,0.0070840116,0.48172164,0.40440714,0.06230066,0.0302992,0.033877697,0.048145458,0.1341832,0.87336874,0.48172164,0.0027548783,0.092985384,0.0302992,0.4447559,0.029352948,0.18185434,0.033326432,0.14769268,0.007586045,0.6143509,0.38921902,0.27067858,0.02430791,0.027411401,0.027514737,0.055712756,0.5585422,0.6143509,0.0025348526,0.029244786,0.02430791,0.4799884,0.08422434,0.10681738,0.025728527,0.0048642894,0.0038059063,0.16983303,0.27063158,0.24408394,0.026420938,0.025902169,0.025606649,0.45396182,0.3735443,0.27063158,0.013751396,0.04026073,0.025902169,0.27026585,0.95892495,0.14810242,0.0284119,0.0021591529,0.3503337,0.17787635,0.19144925,0.950528,0.09941199,0.946409,0.9004383
beef,beef_portion34_day1_rep1,beef_portion34,1,1,Fresh,0,0.7406058,0.5103341,0.005633591,0.0294889,0.046730127,0.0068568797,0.11235722,0.99130803,0.7406058,0.0067704613,0.009743611,0.0294889,0.59294736,0.06739247,0.2519572,0.037651047,0.014320737,0.010932786,0.5054864,0.41975662,0.076324806,0.02265831,0.024932254,0.04984874,0.13176459,0.8493035,0.5054864,0.0024007412,0.095063396,0.02265831,0.4626059,0.0097910045,0.18412969,0.024101833,0.005044363,0.010747043,0.6218521,0.40639094,0.31315732,0.025482938,0.027152428,0.027099017,0.04949959,0.49552402,0.6218521,0.0036506632,0.024229988,0.025482938,0.49460953,0.08095642,0.090087086,0.026220981,0.0035626518,0.0034156842,0.17823385,0.26354262,0.23473367,0.04061022,0.034386247,0.033932786,0.44001767,0.32896137,0.26354262,0.0132508315,0.069785334,0.034386247,0.26466465,0.963711,0.0063677602,0.03900554,0.005037219,0.0032166073,0.15782079,0.18988481,0.9856321,0.12219968,0.9903249,0.9160455
beef,beef_portion34_day1_rep2,beef_portion34,1,2,Fresh,0,0.7443111,0.5129363,0.0054859812,0.029360538,0.047140457,0.006661865,0.11235025,0.9914838,0.7443111,0.006914204,0.009500038,0.029360538,0.5957255,0.06768657,0.25290975,0.037833262,0.014571164,0.011021053,0.5018274,0.41718122,0.07371079,0.022839816,0.026369086,0.05277769,0.13206792,0.8538419,0.5018274,0.0023426332,0.10100771,0.022839816,0.45967242,0.009367159,0.1835267,0.025344394,0.0049107373,0.011332439,0.6233579,0.40819803,0.3155888,0.025598716,0.027819801,0.028105054,0.048865996,0.4928891,0.6233579,0.003731085,0.025668984,0.025598716,0.49633476,0.08085978,0.08959556,0.026734538,0.0038744991,0.0038209388,0.1747173,0.26315048,0.2339762,0.040600736,0.033369593,0.032034952,0.4402216,0.34145543,0.26315048,0.020958113,0.07687399,0.033369593,0.26372615,0.9624385,0.04155048,0.037936654,0.0050676,0.18179578,0.16347966,0.19163395,0.97748524,0.12360574,0.98330927,0.9130149
beef,beef_portion34_day1_rep3,beef_portion34,1,3,Fresh,0,0.74338496,0.51343405,0.005334323,0.030428117,0.047519643,0.006837927,0.112597115,0.99172467,0.74338496,0.0067780167,0.009707602,0.030428117,0.5958135,0.06702579,0.25288334,0.038382057,0.014267677,0.01126556,0.5021806,0.4142948,0.061084893,0.022706186,0.02463301,0.04763331,0.13163705,0.8789966,0.5021806,0.0026972375,0.09074057,0.022706186,0.45758885,0.015377431,0.18712053,0.024012038,0.0661154,0.009311349,0.6211947,0.39912322,0.31413162,0.025471881,0.028094064,0.026298309,0.044033647,0.4933887,0.6211947,0.004904865,0.022691386,0.025471881,0.49044055,0.08482856,0.08713975,0.026585495,0.0044210567,0.003461703,0.17504764,0.2609054,0.23156974,0.037515838,0.03241822,0.032333396,0.44013795,0.33382675,0.2609054,0.011410749,0.061848525,0.03241822,0.26157653,0.96320885,0.014822078,0.036874507,0.0041955546,0.08798472,0.16154987,0.19720887,0.98566306,0.12609065,0.9831033,0.9105825
beef,beef_portion35_day1_rep1,beef_portion35,1,1,Fresh,0,0.7522686,0.5137621,0.0057798135,0.020074954,0.02252786,0.0072185323,0.1115293,0.9911673,0.7522686,0.0026185196,0.009922175,0.020074954,0.5986944,0.07064536,0.2541144,0.02006955,0.0047018523,0.005915619,0.44246793,0.35626498,0.029913435,0.029441318,0.02888694,0.032030143,0.12981412,0.93435407,0.44246793,0.0032239507,0.06580811,0.029441318,0.39800996,0.013807686,0.17570622,0.02984924,0.0034963642,0.0062995628,0.6080329,0.3976316,0.3114619,0.043174412,0.044730507,0.04187635,0.04698857,0.48835668,0.6080329,0.0046419194,0.038346976,0.043174412,0.48430958,0.07982449,0.085541524,0.043919113,0.004675253,0.004831807,0.12211557,0.22119342,0.19586995,0.0240245,0.024516618,0.024142044,0.45624346,0.44985238,0.22119342,0.00932563,0.03971025,0.024516618,0.21469179,0.9596866,0.027994651,0.027341332,0.0028880085,0.15167567,0.22282864,0.2039239,0.99447596,0.1411932,0.9747364,0.92204267
beef,beef_portion35_day1_rep2,beef_portion35,1,2,Fresh,0,0.7513522,0.51112264,0.0052633313,0.019288335,0.023573363,0.006149372,0.1111049,0.99186873,0.7513522,0.003060186,0.008650301,0.019288335,0.5968024,0.071647316,0.2536164,0.020367185,0.0057875216,0.005964579,0.43533215,0.35361218,0.020555707,0.027769998,0.027394885,0.028056705,0.13183698,0.954135,0.43533215,0.0029398631,0.0580265,0.027769998,0.39396805,0.012031577,0.17676069,0.028220305,0.01859605,0.0062151495,0.6096128,0.39893442,0.30922166,0.04310716,0.04616933,0.04251326,0.048645418,0.4935804,0.6096128,0.004409486,0.038989525,0.04310716,0.4856637,0.07964811,0.08755853,0.044784483,0.005152782,0.0037128471,0.12375072,0.22867838,0.19156848,0.025878565,0.025784621,0.02709601,0.4404989,0.46175373,0.22867838,0.015386279,0.04643846,0.025784621,0.22163735,0.9540246,0.021102725,0.028727565,0.005325167,0.10342765,0.22495025,0.19997759,0.9866109,0.14469664,0.97019494,0.9157841
beef,beef_portion35_day1_rep3,beef_portion35,1,3,Fresh,0,0.7501306,0.5109137,0.0046561467,0.019498792,0.021661643,0.0062535186,0.11131237,0.9928102,0.7501306,0.002487821,0.0088185705,0.019498792,0.59623194,0.07122505,0.25351793,0.019410059,0.00438877,0.005805495,0.43644354,0.35026187,0.02260756,0.027215177,0.027119635,0.029254043,0.12986968,0.94977707,0.43644354,0.0029885562,0.06038465,0.027215177,0.39185438,0.014099465,0.17567475,0.02803261,0.0031828722,0.005959813,0.6163297,0.40377396,0.31603992,0.037314143,0.040096223,0.038034357,0.0471945,0.48725185,0.6163297,0.0039949818,0.03489912,0.037314143,0.49162748,0.08043982,0.08658072,0.03877032,0.0048686787,0.0043159057,0.12506402,0.2322731,0.19132301,0.027651912,0.028373271,0.028103597,0.435586,0.4649823,0.2322731,0.0130798975,0.04419148,0.028373271,0.22510134,0.95212054,0.012301362,0.03129353,0.0046501616,0.005279581,0.22603779,0.19721824,0.98585004,0.14930996,0.9666338,0.9145387
beef,beef_portion36_day1_rep1,beef_portion36,1,1,Fresh,0,0.75216967,0.5012297,0.0043401183,0.019845607,0.025952594,0.005426075,0.108714566,0.99319255,0.75216967,0.0034078427,0.007778163,0.019845607,0.5909245,0.07711628,0.25248525,0.021952432,0.006625869,0.006426262,0.44077954,0.3681015,0.109075926,0.028232472,0.028085383,0.04641578,0.12837337,0.7535086,0.44077954,0.0037875238,0.098937735,0.028232472,0.4072482,0.008689042,0.15033755,0.028850652,0.0029047728,0.014495959,0.61394215,0.38010722,0.26927042,0.02510842,0.026536936,0.02655321,0.05182173,0.56047565,0.61394215,0.002701296,0.027858363,0.02510842,0.47493553,0.08904744,0.1048166,0.025219599,0.004517815,0.0043700538,0.1853589,0.26575753,0.23250036,0.026658164,0.024450094,0.025057856,0.4286054,0.30345494,0.26575753,0.014551725,0.043178756,0.024450094,0.26787236,0.9646045,0.03367225,0.027559195,0.0032048852,0.1505177,0.22102812,0.18815371,0.9694726,0.114504166,0.973042,0.90251696
